Event,Fight,Fighter,Weight Class,Winner,KD,Sig. Str.,Total Str.,TD,Sub. Att,Reversal,Control Time,Head,Body,Leg,Distance,Clinch,Ground,Method,Fight_lenght,Rounds,Format,Referee,date,win,form_last_5,Control Time Sec,Total_fight_length_sec,landed_sig_str,atmp_sig_str,landed_total_str,atmp_total_str,landed_td,atmp_td,landed_head,atmp_head,landed_body,atmp_body,landed_leg,atmp_leg,landed_distance,atmp_distance,landed_clinch,atmp_clinch,landed_ground,atmp_ground,sig_str_lpm,total_str_lpm,head_lpm,body_lpm,leg_lpm,distance_lpm,clinch_lpm,ground_lpm,sig_str_acc,total_str_acc,td_acc,head_acc,body_acc,leg_acc,distance_acc,clinch_acc,ground_acc,KD_rolling_mean,Sub. Att_rolling_mean,Reversal_rolling_mean,Control Time Sec_rolling_mean,Total_fight_length_sec_rolling_mean,landed_sig_str_rolling_mean,atmp_sig_str_rolling_mean,landed_total_str_rolling_mean,atmp_total_str_rolling_mean,landed_td_rolling_mean,atmp_td_rolling_mean,landed_head_rolling_mean,atmp_head_rolling_mean,landed_body_rolling_mean,atmp_body_rolling_mean,landed_leg_rolling_mean,atmp_leg_rolling_mean,landed_distance_rolling_mean,atmp_distance_rolling_mean,landed_clinch_rolling_mean,atmp_clinch_rolling_mean,landed_ground_rolling_mean,atmp_ground_rolling_mean,sig_str_lpm_rolling_mean,total_str_lpm_rolling_mean,head_lpm_rolling_mean,body_lpm_rolling_mean,leg_lpm_rolling_mean,distance_lpm_rolling_mean,clinch_lpm_rolling_mean,ground_lpm_rolling_mean
UFC Fight Night: Taira vs. Park,Karol Rosa - Nora Cornolle,Karol Rosa,Women's Bantamweight,W,0,33 of 58,190 of 224,2 of 3,2,0,11:25,25 of 47,6 of 8,2 of 3,14 of 35,6 of 6,13 of 17,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Kerry Hatley,0,1,1.0,685,300,33,58,190,224,2,3,25,47,6,8,2,3,14,35,6,6,13,17,6.6,38.0,5.0,1.2,0.4,2.8,1.2,2.6,0.5689655172413793,0.8482142857142857,0.6666666666666666,0.5319148936170213,0.75,0.6666666666666666,0.4,1.0,0.7647058823529411,0.0,2.0,0.0,685.0,300.0,33.0,58.0,190.0,224.0,2.0,3.0,25.0,47.0,6.0,8.0,2.0,3.0,14.0,35.0,6.0,6.0,13.0,17.0,6.6,38.0,5.0,1.2,0.4,2.8,1.2,2.6
UFC Fight Night: Taira vs. Park,Karol Rosa - Nora Cornolle,Nora Cornolle,Women's Bantamweight,L,0,27 of 47,75 of 98,0 of 0,0,0,0:00,15 of 33,4 of 4,8 of 10,17 of 36,10 of 11,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Kerry Hatley,0,0,0.0,0,300,27,47,75,98,0,0,15,33,4,4,8,10,17,36,10,11,0,0,5.4,15.0,3.0,0.8,1.6,3.4,2.0,0.0,0.574468085106383,0.7653061224489796,0.0,0.45454545454545453,1.0,0.8,0.4722222222222222,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,300.0,27.0,47.0,75.0,98.0,0.0,0.0,15.0,33.0,4.0,4.0,8.0,10.0,17.0,36.0,10.0,11.0,0.0,0.0,5.4,15.0,3.0,0.8,1.6,3.4,2.0,0.0
UFC Fight Night: Taira vs. Park,Rafael Estevam - Felipe Bunes,Rafael Estevam,Flyweight,W,0,33 of 70,128 of 204,5 of 9,0,0,10:42,22 of 50,5 of 14,6 of 6,25 of 57,1 of 1,7 of 12,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Kerry Hatley,0,1,1.0,642,300,33,70,128,204,5,9,22,50,5,14,6,6,25,57,1,1,7,12,6.6,25.6,4.4,1.0,1.2,5.0,0.2,1.4,0.4714285714285714,0.6274509803921569,0.5555555555555556,0.44,0.35714285714285715,1.0,0.43859649122807015,1.0,0.5833333333333334,0.0,0.0,0.0,642.0,300.0,33.0,70.0,128.0,204.0,5.0,9.0,22.0,50.0,5.0,14.0,6.0,6.0,25.0,57.0,1.0,1.0,7.0,12.0,6.6,25.6,4.4,1.0,1.2,5.0,0.2,1.4
UFC Fight Night: Taira vs. Park,Rafael Estevam - Felipe Bunes,Felipe Bunes,Flyweight,L,0,26 of 56,38 of 75,0 of 1,2,0,0:03,15 of 39,5 of 11,6 of 6,25 of 54,1 of 2,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Kerry Hatley,0,0,0.0,3,300,26,56,38,75,0,1,15,39,5,11,6,6,25,54,1,2,0,0,5.2,7.6,3.0,1.0,1.2,5.0,0.2,0.0,0.4642857142857143,0.5066666666666667,0.0,0.38461538461538464,0.45454545454545453,1.0,0.46296296296296297,0.5,0.0,0.0,2.0,0.0,3.0,300.0,26.0,56.0,38.0,75.0,0.0,1.0,15.0,39.0,5.0,11.0,6.0,6.0,25.0,54.0,1.0,2.0,0.0,0.0,5.2,7.6,3.0,1.0,1.2,5.0,0.2,0.0
UFC Fight Night: Taira vs. Park,Austin Bashi - John Yannis,Austin Bashi,Featherweight,W,0,2 of 7,48 of 67,1 of 1,1,0,2:53,2 of 7,0 of 0,0 of 0,2 of 6,0 of 0,0 of 1,Submission,"Time:
        
        3:39","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Mark Smith,0,1,1.0,173,219,2,7,48,67,1,1,2,7,0,0,0,0,2,6,0,0,0,1,0.547945205479452,13.15068493150685,0.547945205479452,0.0,0.0,0.547945205479452,0.0,0.0,0.2857142857142857,0.7164179104477612,1.0,0.2857142857142857,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,173.0,219.0,2.0,7.0,48.0,67.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,0.547945205479452,13.15068493150685,0.547945205479452,0.0,0.0,0.547945205479452,0.0,0.0
UFC Fight Night: Taira vs. Park,Austin Bashi - John Yannis,John Yannis,Featherweight,L,0,0 of 5,2 of 9,0 of 0,0,0,0:00,0 of 4,0 of 1,0 of 0,0 of 5,0 of 0,0 of 0,Submission,"Time:
        
        3:39","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Mark Smith,0,0,0.0,0,219,0,5,2,9,0,0,0,4,0,1,0,0,0,5,0,0,0,0,0.0,0.547945205479452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,5.0,2.0,9.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.547945205479452,0.0,0.0,0.0,0.0,0.0,0.0
UFC Fight Night: Taira vs. Park,Piera Rodriguez - Ketlen Souza,Piera Rodriguez,Women's Strawweight,W,0,64 of 150,81 of 171,7 of 10,0,0,4:36,28 of 92,23 of 37,13 of 21,48 of 126,16 of 24,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni,0,1,1.0,276,300,64,150,81,171,7,10,28,92,23,37,13,21,48,126,16,24,0,0,12.8,16.2,5.6,4.6,2.6,9.6,3.2,0.0,0.4266666666666667,0.47368421052631576,0.7,0.30434782608695654,0.6216216216216216,0.6190476190476191,0.38095238095238093,0.6666666666666666,0.0,0.0,0.0,0.0,276.0,300.0,64.0,150.0,81.0,171.0,7.0,10.0,28.0,92.0,23.0,37.0,13.0,21.0,48.0,126.0,16.0,24.0,0.0,0.0,12.8,16.2,5.6,4.6,2.6,9.6,3.2,0.0
UFC Fight Night: Taira vs. Park,Piera Rodriguez - Ketlen Souza,Ketlen Souza,Women's Strawweight,L,0,56 of 103,86 of 139,0 of 3,0,0,1:41,29 of 72,10 of 13,17 of 18,48 of 92,8 of 11,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni,0,0,0.0,101,300,56,103,86,139,0,3,29,72,10,13,17,18,48,92,8,11,0,0,11.2,17.2,5.8,2.0,3.4,9.6,1.6,0.0,0.5436893203883495,0.6187050359712231,0.0,0.4027777777777778,0.7692307692307693,0.9444444444444444,0.5217391304347826,0.7272727272727273,0.0,0.0,0.0,0.0,101.0,300.0,56.0,103.0,86.0,139.0,0.0,3.0,29.0,72.0,10.0,13.0,17.0,18.0,48.0,92.0,8.0,11.0,0.0,0.0,11.2,17.2,5.8,2.0,3.4,9.6,1.6,0.0
UFC Fight Night: Taira vs. Park,Rodolfo Vieira - Tresean Gore,Rodolfo Vieira,Middleweight,W,0,89 of 159,96 of 169,1 of 14,0,0,3:14,51 of 118,22 of 25,16 of 16,87 of 155,2 of 4,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Mark Smith,0,1,1.0,194,300,89,159,96,169,1,14,51,118,22,25,16,16,87,155,2,4,0,0,17.8,19.2,10.2,4.4,3.2,17.4,0.4,0.0,0.559748427672956,0.5680473372781065,0.07142857142857142,0.4322033898305085,0.88,1.0,0.5612903225806452,0.5,0.0,0.0,0.0,0.0,194.0,300.0,89.0,159.0,96.0,169.0,1.0,14.0,51.0,118.0,22.0,25.0,16.0,16.0,87.0,155.0,2.0,4.0,0.0,0.0,17.8,19.2,10.2,4.4,3.2,17.4,0.4,0.0
UFC Fight Night: Taira vs. Park,Rodolfo Vieira - Tresean Gore,Tresean Gore,Middleweight,L,0,41 of 114,50 of 125,0 of 0,0,0,0:02,22 of 88,4 of 10,15 of 16,41 of 114,0 of 0,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Mark Smith,0,0,0.0,2,300,41,114,50,125,0,0,22,88,4,10,15,16,41,114,0,0,0,0,8.2,10.0,4.4,0.8,3.0,8.2,0.0,0.0,0.35964912280701755,0.4,0.0,0.25,0.4,0.9375,0.35964912280701755,0.0,0.0,0.0,0.0,0.0,2.0,300.0,41.0,114.0,50.0,125.0,0.0,0.0,22.0,88.0,4.0,10.0,15.0,16.0,41.0,114.0,0.0,0.0,0.0,0.0,8.2,10.0,4.4,0.8,3.0,8.2,0.0,0.0
UFC Fight Night: Taira vs. Park,Nick Klein - Andrey Pulyaev,Nick Klein,Middleweight,L,0,10 of 21,19 of 33,4 of 7,1,0,4:45,5 of 13,5 of 8,0 of 0,3 of 11,7 of 10,0 of 0,KO/TKO,"Time:
        
        1:31","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni,0,0,0.0,285,91,10,21,19,33,4,7,5,13,5,8,0,0,3,11,7,10,0,0,6.593406593406594,12.527472527472527,3.296703296703297,3.296703296703297,0.0,1.978021978021978,4.615384615384616,0.0,0.47619047619047616,0.5757575757575758,0.5714285714285714,0.38461538461538464,0.625,0.0,0.2727272727272727,0.7,0.0,0.0,1.0,0.0,285.0,91.0,10.0,21.0,19.0,33.0,4.0,7.0,5.0,13.0,5.0,8.0,0.0,0.0,3.0,11.0,7.0,10.0,0.0,0.0,6.593406593406594,12.527472527472527,3.296703296703297,3.296703296703297,0.0,1.978021978021978,4.615384615384616,0.0
UFC Fight Night: Taira vs. Park,Nick Klein - Andrey Pulyaev,Andrey Pulyaev,Middleweight,W,1,23 of 31,30 of 38,0 of 0,0,0,0:02,15 of 22,8 of 9,0 of 0,12 of 18,9 of 11,2 of 2,KO/TKO,"Time:
        
        1:31","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni,0,1,1.0,2,91,23,31,30,38,0,0,15,22,8,9,0,0,12,18,9,11,2,2,15.164835164835166,19.78021978021978,9.89010989010989,5.274725274725275,0.0,7.912087912087912,5.934065934065934,1.3186813186813187,0.7419354838709677,0.7894736842105263,0.0,0.6818181818181818,0.8888888888888888,0.0,0.6666666666666666,0.8181818181818182,1.0,1.0,0.0,0.0,2.0,91.0,23.0,31.0,30.0,38.0,0.0,0.0,15.0,22.0,8.0,9.0,0.0,0.0,12.0,18.0,9.0,11.0,2.0,2.0,15.164835164835166,19.78021978021978,9.89010989010989,5.274725274725275,0.0,7.912087912087912,5.934065934065934,1.3186813186813187
UFC Fight Night: Taira vs. Park,Rinya Nakamura - Nathan Fletcher,Rinya Nakamura,Bantamweight,W,1,12 of 19,12 of 19,0 of 0,0,0,0:02,6 of 13,4 of 4,2 of 2,8 of 15,0 of 0,4 of 4,KO/TKO,"Time:
        
        1:02","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Kerry Hatley,0,1,1.0,2,62,12,19,12,19,0,0,6,13,4,4,2,2,8,15,0,0,4,4,11.61290322580645,11.61290322580645,5.806451612903225,3.8709677419354835,1.9354838709677418,7.741935483870967,0.0,3.8709677419354835,0.631578947368421,0.631578947368421,0.0,0.46153846153846156,1.0,1.0,0.5333333333333333,0.0,1.0,1.0,0.0,0.0,2.0,62.0,12.0,19.0,12.0,19.0,0.0,0.0,6.0,13.0,4.0,4.0,2.0,2.0,8.0,15.0,0.0,0.0,4.0,4.0,11.61290322580645,11.61290322580645,5.806451612903225,3.8709677419354835,1.9354838709677418,7.741935483870967,0.0,3.8709677419354835
UFC Fight Night: Taira vs. Park,Rinya Nakamura - Nathan Fletcher,Nathan Fletcher,Bantamweight,L,0,3 of 7,3 of 7,0 of 0,0,0,0:00,0 of 1,1 of 1,2 of 5,3 of 7,0 of 0,0 of 0,KO/TKO,"Time:
        
        1:02","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Kerry Hatley,0,0,0.0,0,62,3,7,3,7,0,0,0,1,1,1,2,5,3,7,0,0,0,0,2.9032258064516125,2.9032258064516125,0.0,0.9677419354838709,1.9354838709677418,2.9032258064516125,0.0,0.0,0.42857142857142855,0.42857142857142855,0.0,0.0,1.0,0.4,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,62.0,3.0,7.0,3.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,3.0,7.0,0.0,0.0,0.0,0.0,2.9032258064516125,2.9032258064516125,0.0,0.9677419354838709,1.9354838709677418,2.9032258064516125,0.0,0.0
UFC Fight Night: Taira vs. Park,Tatsuro Taira - HyunSung Park,Tatsuro Taira,Flyweight,W,1,7 of 11,13 of 20,4 of 5,1,0,4:41,6 of 10,0 of 0,1 of 1,4 of 7,0 of 0,3 of 4,Submission,"Time:
        
        1:06","Round:
        
        2","Time format:
        
        5 Rnd (5-5-5-5-5)",Mark Smith,0,1,1.0,281,66,7,11,13,20,4,5,6,10,0,0,1,1,4,7,0,0,3,4,6.363636363636363,11.818181818181817,5.454545454545454,0.0,0.9090909090909091,3.6363636363636362,0.0,2.727272727272727,0.6363636363636364,0.65,0.8,0.6,0.0,1.0,0.5714285714285714,0.0,0.75,1.0,1.0,0.0,281.0,66.0,7.0,11.0,13.0,20.0,4.0,5.0,6.0,10.0,0.0,0.0,1.0,1.0,4.0,7.0,0.0,0.0,3.0,4.0,6.363636363636363,11.818181818181817,5.454545454545454,0.0,0.9090909090909091,3.6363636363636362,0.0,2.727272727272727
UFC Fight Night: Taira vs. Park,Tatsuro Taira - HyunSung Park,HyunSung Park,Flyweight,L,0,3 of 9,15 of 21,0 of 0,0,0,0:00,1 of 6,0 of 0,2 of 3,2 of 7,0 of 1,1 of 1,Submission,"Time:
        
        1:06","Round:
        
        2","Time format:
        
        5 Rnd (5-5-5-5-5)",Mark Smith,0,0,0.0,0,66,3,9,15,21,0,0,1,6,0,0,2,3,2,7,0,1,1,1,2.727272727272727,13.636363636363635,0.9090909090909091,0.0,1.8181818181818181,1.8181818181818181,0.0,0.9090909090909091,0.3333333333333333,0.7142857142857143,0.0,0.16666666666666666,0.0,0.6666666666666666,0.2857142857142857,0.0,1.0,0.0,0.0,0.0,0.0,66.0,3.0,9.0,15.0,21.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,3.0,2.0,7.0,0.0,1.0,1.0,1.0,2.727272727272727,13.636363636363635,0.9090909090909091,0.0,1.8181818181818181,1.8181818181818181,0.0,0.9090909090909091
UFC Fight Night: Taira vs. Park,Elves Brener - Esteban Ribovics,Elves Brener,Lightweight,L,0,118 of 250,123 of 256,0 of 9,0,0,0:00,88 of 211,15 of 23,15 of 16,118 of 248,0 of 2,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni,0,0,0.0,0,300,118,250,123,256,0,9,88,211,15,23,15,16,118,248,0,2,0,0,23.6,24.6,17.6,3.0,3.0,23.6,0.0,0.0,0.472,0.48046875,0.0,0.41706161137440756,0.6521739130434783,0.9375,0.47580645161290325,0.0,0.0,0.0,0.0,0.0,0.0,300.0,118.0,250.0,123.0,256.0,0.0,9.0,88.0,211.0,15.0,23.0,15.0,16.0,118.0,248.0,0.0,2.0,0.0,0.0,23.6,24.6,17.6,3.0,3.0,23.6,0.0,0.0
UFC Fight Night: Taira vs. Park,Elves Brener - Esteban Ribovics,Esteban Ribovics,Lightweight,W,0,122 of 281,123 of 284,0 of 0,0,0,1:02,86 of 233,23 of 29,13 of 19,114 of 268,0 of 0,8 of 13,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni,0,1,1.0,62,300,122,281,123,284,0,0,86,233,23,29,13,19,114,268,0,0,8,13,24.4,24.6,17.2,4.6,2.6,22.8,0.0,1.6,0.43416370106761565,0.43309859154929575,0.0,0.36909871244635195,0.7931034482758621,0.6842105263157895,0.4253731343283582,0.0,0.6153846153846154,0.0,0.0,0.0,62.0,300.0,122.0,281.0,123.0,284.0,0.0,0.0,86.0,233.0,23.0,29.0,13.0,19.0,114.0,268.0,0.0,0.0,8.0,13.0,24.4,24.6,17.2,4.6,2.6,22.8,0.0,1.6
UFC Fight Night: Taira vs. Park,Danny Silva - Kevin Vallejos,Danny Silva,Featherweight,L,0,69 of 164,73 of 168,1 of 9,0,0,0:22,51 of 135,12 of 17,6 of 12,68 of 160,1 of 4,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni,0,0,0.0,22,300,69,164,73,168,1,9,51,135,12,17,6,12,68,160,1,4,0,0,13.8,14.6,10.2,2.4,1.2,13.6,0.2,0.0,0.42073170731707316,0.43452380952380953,0.1111111111111111,0.37777777777777777,0.7058823529411765,0.5,0.425,0.25,0.0,0.0,0.0,0.0,22.0,300.0,69.0,164.0,73.0,168.0,1.0,9.0,51.0,135.0,12.0,17.0,6.0,12.0,68.0,160.0,1.0,4.0,0.0,0.0,13.8,14.6,10.2,2.4,1.2,13.6,0.2,0.0
UFC Fight Night: Taira vs. Park,Danny Silva - Kevin Vallejos,Kevin Vallejos,Featherweight,W,0,90 of 229,90 of 230,2 of 5,0,0,1:14,60 of 184,27 of 41,3 of 4,81 of 217,9 of 12,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni,0,1,1.0,74,300,90,229,90,230,2,5,60,184,27,41,3,4,81,217,9,12,0,0,18.0,18.0,12.0,5.4,0.6,16.2,1.8,0.0,0.3930131004366812,0.391304347826087,0.4,0.32608695652173914,0.6585365853658537,0.75,0.37327188940092165,0.75,0.0,0.0,0.0,0.0,74.0,300.0,90.0,229.0,90.0,230.0,2.0,5.0,60.0,184.0,27.0,41.0,3.0,4.0,81.0,217.0,9.0,12.0,0.0,0.0,18.0,18.0,12.0,5.4,0.6,16.2,1.8,0.0
UFC Fight Night: Taira vs. Park,Mateusz Rebecki - Chris Duncan,Mateusz Rebecki,Lightweight,L,0,114 of 267,123 of 278,2 of 6,0,0,1:23,88 of 235,7 of 13,19 of 19,104 of 256,10 of 11,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Kerry Hatley,0,0,0.0,83,300,114,267,123,278,2,6,88,235,7,13,19,19,104,256,10,11,0,0,22.8,24.6,17.6,1.4,3.8,20.8,2.0,0.0,0.42696629213483145,0.44244604316546765,0.3333333333333333,0.37446808510638296,0.5384615384615384,1.0,0.40625,0.9090909090909091,0.0,0.0,0.0,0.0,83.0,300.0,114.0,267.0,123.0,278.0,2.0,6.0,88.0,235.0,7.0,13.0,19.0,19.0,104.0,256.0,10.0,11.0,0.0,0.0,22.8,24.6,17.6,1.4,3.8,20.8,2.0,0.0
UFC Fight Night: Taira vs. Park,Mateusz Rebecki - Chris Duncan,Chris Duncan,Lightweight,W,0,92 of 222,95 of 225,0 of 1,0,0,0:27,67 of 181,20 of 35,5 of 6,85 of 214,7 of 8,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Kerry Hatley,0,1,1.0,27,300,92,222,95,225,0,1,67,181,20,35,5,6,85,214,7,8,0,0,18.4,19.0,13.4,4.0,1.0,17.0,1.4,0.0,0.4144144144144144,0.4222222222222222,0.0,0.3701657458563536,0.5714285714285714,0.8333333333333334,0.397196261682243,0.875,0.0,0.0,0.0,0.0,27.0,300.0,92.0,222.0,95.0,225.0,0.0,1.0,67.0,181.0,20.0,35.0,5.0,6.0,85.0,214.0,7.0,8.0,0.0,0.0,18.4,19.0,13.4,4.0,1.0,17.0,1.4,0.0
UFC Fight Night: Whittaker vs. De Ridder,Davey Grant - Da'Mon Blackshear,Davey Grant,Bantamweight,W,0,66 of 130,66 of 133,0 of 0,0,0,0:19,17 of 67,27 of 39,22 of 24,65 of 128,1 of 1,0 of 1,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Jason Herzog,0,1,1.0,19,300,66,130,66,133,0,0,17,67,27,39,22,24,65,128,1,1,0,1,13.2,13.2,3.4,5.4,4.4,13.0,0.2,0.0,0.5076923076923077,0.49624060150375937,0.0,0.2537313432835821,0.6923076923076923,0.9166666666666666,0.5078125,1.0,0.0,0.0,0.0,0.0,19.0,300.0,66.0,130.0,66.0,133.0,0.0,0.0,17.0,67.0,27.0,39.0,22.0,24.0,65.0,128.0,1.0,1.0,0.0,1.0,13.2,13.2,3.4,5.4,4.4,13.0,0.2,0.0
UFC Fight Night: Whittaker vs. De Ridder,Davey Grant - Da'Mon Blackshear,Da'Mon Blackshear,Bantamweight,L,0,33 of 74,36 of 78,1 of 5,1,0,3:52,12 of 45,7 of 13,14 of 16,31 of 72,1 of 1,1 of 1,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Jason Herzog,0,0,0.0,232,300,33,74,36,78,1,5,12,45,7,13,14,16,31,72,1,1,1,1,6.6,7.2,2.4,1.4,2.8,6.2,0.2,0.2,0.44594594594594594,0.46153846153846156,0.2,0.26666666666666666,0.5384615384615384,0.875,0.4305555555555556,1.0,1.0,0.0,1.0,0.0,232.0,300.0,33.0,74.0,36.0,78.0,1.0,5.0,12.0,45.0,7.0,13.0,14.0,16.0,31.0,72.0,1.0,1.0,1.0,1.0,6.6,7.2,2.4,1.4,2.8,6.2,0.2,0.2
UFC Fight Night: Whittaker vs. De Ridder,Martin Buday - Marcus Buchecha,Martin Buday,Heavyweight,W,0,41 of 86,92 of 150,0 of 0,0,2,2:51,30 of 74,5 of 5,6 of 7,36 of 74,4 of 6,1 of 6,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Jim Perdios,0,1,1.0,171,300,41,86,92,150,0,0,30,74,5,5,6,7,36,74,4,6,1,6,8.2,18.4,6.0,1.0,1.2,7.2,0.8,0.2,0.47674418604651164,0.6133333333333333,0.0,0.40540540540540543,1.0,0.8571428571428571,0.4864864864864865,0.6666666666666666,0.16666666666666666,0.0,0.0,2.0,171.0,300.0,41.0,86.0,92.0,150.0,0.0,0.0,30.0,74.0,5.0,5.0,6.0,7.0,36.0,74.0,4.0,6.0,1.0,6.0,8.2,18.4,6.0,1.0,1.2,7.2,0.8,0.2
UFC Fight Night: Whittaker vs. De Ridder,Martin Buday - Marcus Buchecha,Marcus Buchecha,Heavyweight,L,0,24 of 60,80 of 140,1 of 11,0,1,5:05,14 of 46,10 of 14,0 of 0,16 of 50,6 of 8,2 of 2,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Jim Perdios,0,0,0.0,305,300,24,60,80,140,1,11,14,46,10,14,0,0,16,50,6,8,2,2,4.8,16.0,2.8,2.0,0.0,3.2,1.2,0.4,0.4,0.5714285714285714,0.09090909090909091,0.30434782608695654,0.7142857142857143,0.0,0.32,0.75,1.0,0.0,0.0,1.0,305.0,300.0,24.0,60.0,80.0,140.0,1.0,11.0,14.0,46.0,10.0,14.0,0.0,0.0,16.0,50.0,6.0,8.0,2.0,2.0,4.8,16.0,2.8,2.0,0.0,3.2,1.2,0.4
UFC Fight Night: Whittaker vs. De Ridder,Asu Almabayev - Jose Ochoa,Asu Almabayev,Flyweight,W,0,22 of 42,55 of 90,7 of 16,2,0,9:26,12 of 26,5 of 11,5 of 5,13 of 20,3 of 6,6 of 16,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Jason Herzog,0,1,1.0,566,300,22,42,55,90,7,16,12,26,5,11,5,5,13,20,3,6,6,16,4.4,11.0,2.4,1.0,1.0,2.6,0.6,1.2,0.5238095238095238,0.6111111111111112,0.4375,0.46153846153846156,0.45454545454545453,1.0,0.65,0.5,0.375,0.0,2.0,0.0,566.0,300.0,22.0,42.0,55.0,90.0,7.0,16.0,12.0,26.0,5.0,11.0,5.0,5.0,13.0,20.0,3.0,6.0,6.0,16.0,4.4,11.0,2.4,1.0,1.0,2.6,0.6,1.2
UFC Fight Night: Whittaker vs. De Ridder,Asu Almabayev - Jose Ochoa,Jose Ochoa,Flyweight,L,0,26 of 45,118 of 151,1 of 1,2,0,0:56,8 of 19,13 of 18,5 of 8,17 of 33,9 of 12,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Jason Herzog,0,0,0.0,56,300,26,45,118,151,1,1,8,19,13,18,5,8,17,33,9,12,0,0,5.2,23.6,1.6,2.6,1.0,3.4,1.8,0.0,0.5777777777777777,0.7814569536423841,1.0,0.42105263157894735,0.7222222222222222,0.625,0.5151515151515151,0.75,0.0,0.0,2.0,0.0,56.0,300.0,26.0,45.0,118.0,151.0,1.0,1.0,8.0,19.0,13.0,18.0,5.0,8.0,17.0,33.0,9.0,12.0,0.0,0.0,5.2,23.6,1.6,2.6,1.0,3.4,1.8,0.0
UFC Fight Night: Whittaker vs. De Ridder,Bryce Mitchell - Said Nurmagomedov,Bryce Mitchell,Bantamweight,W,0,13 of 20,39 of 51,3 of 9,0,1,9:44,3 of 6,7 of 11,3 of 3,5 of 11,8 of 9,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Jim Perdios,0,1,1.0,584,300,13,20,39,51,3,9,3,6,7,11,3,3,5,11,8,9,0,0,2.6,7.8,0.6,1.4,0.6,1.0,1.6,0.0,0.65,0.7647058823529411,0.3333333333333333,0.5,0.6363636363636364,1.0,0.45454545454545453,0.8888888888888888,0.0,0.0,0.0,1.0,584.0,300.0,13.0,20.0,39.0,51.0,3.0,9.0,3.0,6.0,7.0,11.0,3.0,3.0,5.0,11.0,8.0,9.0,0.0,0.0,2.6,7.8,0.6,1.4,0.6,1.0,1.6,0.0
