Event,Fight,Fighter,Weight Class,Winner,KD,Sig. Str.,Total Str.,TD,Sub. Att,Reversal,Control Time,Head,Body,Leg,Distance,Clinch,Ground,Method,Fight_lenght,Rounds,Format,Referee
UFC 318: Holloway vs. Poirier 3,Marvin Vettori - Brendan Allen,Marvin Vettori,Middleweight Bout,L,0,109 of 253,115 of 262,0 of 0,0,1,1:17,98 of 239,5 of 7,6 of 7,99 of 240,4 of 5,6 of 8,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Bassel Mahgoub
UFC 318: Holloway vs. Poirier 3,Marvin Vettori - Brendan Allen,Brendan Allen,Middleweight Bout,W,0,111 of 224,119 of 233,3 of 4,0,0,1:27,86 of 194,18 of 23,7 of 7,100 of 210,4 of 4,7 of 10,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Bassel Mahgoub
UFC 318: Holloway vs. Poirier 3,Max Holloway - Dustin Poirier,Max Holloway,Lightweight Bout,W,1,198 of 375,201 of 378,0 of 0,0,0,1:32,103 of 253,64 of 80,31 of 42,182 of 351,0 of 1,16 of 23,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        5","Time format:
        
        5 Rnd (5-5-5-5-5)",Jason Herzog
UFC 318: Holloway vs. Poirier 3,Max Holloway - Dustin Poirier,Dustin Poirier,Lightweight Bout,L,1,109 of 255,109 of 255,0 of 1,1,0,0:12,94 of 235,6 of 10,9 of 10,102 of 243,3 of 6,4 of 6,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        5","Time format:
        
        5 Rnd (5-5-5-5-5)",Jason Herzog
UFC 318: Holloway vs. Poirier 3,Kyler Phillips - Vinicius Oliveira,Kyler Phillips,Bantamweight Bout,L,0,49 of 151,54 of 156,0 of 5,0,0,0:09,33 of 126,13 of 22,3 of 3,49 of 151,0 of 0,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Chris Hill
UFC 318: Holloway vs. Poirier 3,Kyler Phillips - Vinicius Oliveira,Vinicius Oliveira,Bantamweight Bout,W,1,96 of 232,102 of 238,1 of 4,0,0,2:20,52 of 161,26 of 50,18 of 21,79 of 207,5 of 7,12 of 18,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Chris Hill
UFC 318: Holloway vs. Poirier 3,Ateba Gautier - Robert Valentin,Ateba Gautier,Middleweight Bout,W,1,19 of 37,19 of 37,0 of 0,0,0,0:01,16 of 34,3 of 3,0 of 0,16 of 33,1 of 1,2 of 3,KO/TKO,"Time:
        
        1:10","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC 318: Holloway vs. Poirier 3,Ateba Gautier - Robert Valentin,Robert Valentin,Middleweight Bout,L,0,2 of 5,2 of 5,0 of 0,0,0,0:00,1 of 3,0 of 1,1 of 1,2 of 5,0 of 0,0 of 0,KO/TKO,"Time:
        
        1:10","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC 318: Holloway vs. Poirier 3,Kevin Holland - Daniel Rodriguez,Kevin Holland,Welterweight Bout,L,1,82 of 173,111 of 207,1 of 4,0,0,2:07,53 of 126,13 of 22,16 of 25,60 of 137,17 of 27,5 of 9,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Mike Beltran
UFC 318: Holloway vs. Poirier 3,Kevin Holland - Daniel Rodriguez,Daniel Rodriguez,Welterweight Bout,W,2,77 of 149,111 of 189,0 of 1,0,0,3:34,49 of 106,13 of 26,15 of 17,54 of 107,6 of 7,17 of 35,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Mike Beltran
UFC 318: Holloway vs. Poirier 3,Ryan Spann - Lukasz Brzeski,Ryan Spann,Heavyweight Bout,W,0,8 of 19,8 of 19,1 of 1,2,0,2:14,8 of 19,0 of 0,0 of 0,2 of 10,0 of 0,6 of 9,Submission,"Time:
        
        2:47","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Chris Hill
UFC 318: Holloway vs. Poirier 3,Ryan Spann - Lukasz Brzeski,Lukasz Brzeski,Heavyweight Bout,L,0,5 of 8,23 of 28,0 of 0,0,0,0:00,1 of 4,0 of 0,4 of 4,5 of 8,0 of 0,0 of 0,Submission,"Time:
        
        2:47","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Chris Hill
UFC 318: Holloway vs. Poirier 3,Francisco Prado - Nikolay Veretennikov,Francisco Prado,Welterweight Bout,L,0,47 of 77,64 of 94,3 of 10,1,0,6:49,34 of 58,5 of 11,8 of 8,34 of 62,5 of 5,8 of 10,Decision - Split,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Jason Herzog
UFC 318: Holloway vs. Poirier 3,Francisco Prado - Nikolay Veretennikov,Nikolay Veretennikov,Welterweight Bout,W,0,56 of 105,84 of 133,2 of 6,0,1,2:33,32 of 78,21 of 24,3 of 3,34 of 75,15 of 17,7 of 13,Decision - Split,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Jason Herzog
UFC 318: Holloway vs. Poirier 3,Carli Judice - Nicolle Caliari,Carli Judice,Women's Flyweight Bout,W,1,109 of 225,117 of 235,0 of 0,0,0,1:18,85 of 193,24 of 32,0 of 0,96 of 210,10 of 12,3 of 3,KO/TKO,"Time:
        
        1:30","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Bassel Mahgoub
UFC 318: Holloway vs. Poirier 3,Carli Judice - Nicolle Caliari,Nicolle Caliari,Women's Flyweight Bout,L,0,32 of 101,35 of 104,1 of 8,0,0,1:00,26 of 85,3 of 12,3 of 4,30 of 98,2 of 3,0 of 0,KO/TKO,"Time:
        
        1:30","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Bassel Mahgoub
UFC 318: Holloway vs. Poirier 3,Brunno Ferreira - Jackson McVey,Brunno Ferreira,Middleweight Bout,W,0,7 of 9,9 of 11,1 of 1,1,0,1:07,4 of 5,1 of 2,2 of 2,6 of 8,0 of 0,1 of 1,Submission,"Time:
        
        3:35","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Kerry Hatley
UFC 318: Holloway vs. Poirier 3,Brunno Ferreira - Jackson McVey,Jackson McVey,Middleweight Bout,L,0,4 of 15,4 of 15,0 of 1,0,0,0:08,3 of 13,1 of 2,0 of 0,4 of 15,0 of 0,0 of 0,Submission,"Time:
        
        3:35","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Kerry Hatley
UFC 318: Holloway vs. Poirier 3,Paulo Costa - Roman Kopylov,Paulo Costa,Middleweight Bout,W,1,99 of 159,102 of 162,0 of 2,0,0,0:13,34 of 89,41 of 46,24 of 24,87 of 141,3 of 3,9 of 15,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC 318: Holloway vs. Poirier 3,Paulo Costa - Roman Kopylov,Roman Kopylov,Middleweight Bout,L,0,48 of 104,48 of 104,0 of 0,0,0,0:00,29 of 79,14 of 20,5 of 5,48 of 104,0 of 0,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC 318: Holloway vs. Poirier 3,Dan Ige - Patricio Freire,Dan Ige,Featherweight Bout,L,0,47 of 124,59 of 145,0 of 0,0,0,0:08,24 of 93,15 of 23,8 of 8,38 of 109,3 of 5,6 of 10,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Dan Miragliotta
UFC 318: Holloway vs. Poirier 3,Dan Ige - Patricio Freire,Patricio Freire,Featherweight Bout,W,0,55 of 97,71 of 114,5 of 9,0,0,2:44,42 of 82,9 of 10,4 of 5,42 of 82,9 of 11,4 of 4,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Dan Miragliotta
UFC 318: Holloway vs. Poirier 3,Adam Fugitt - Islam Dulatov,Adam Fugitt,Welterweight Bout,L,0,14 of 27,16 of 29,0 of 3,0,0,0:59,5 of 16,2 of 4,7 of 7,13 of 23,1 of 4,0 of 0,KO/TKO,"Time:
        
        4:06","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Mike Beltran
UFC 318: Holloway vs. Poirier 3,Adam Fugitt - Islam Dulatov,Islam Dulatov,Welterweight Bout,W,1,21 of 41,23 of 44,0 of 0,0,0,0:02,17 of 37,3 of 3,1 of 1,16 of 35,2 of 3,3 of 3,KO/TKO,"Time:
        
        4:06","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Mike Beltran
UFC 318: Holloway vs. Poirier 3,Michael Johnson - Daniel Zellhuber,Michael Johnson,Lightweight Bout,W,1,80 of 195,81 of 196,0 of 1,0,0,0:22,27 of 100,42 of 81,11 of 14,77 of 189,0 of 0,3 of 6,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Kerry Hatley
UFC 318: Holloway vs. Poirier 3,Michael Johnson - Daniel Zellhuber,Daniel Zellhuber,Lightweight Bout,L,0,52 of 182,52 of 182,0 of 0,0,0,0:08,19 of 125,27 of 48,6 of 9,50 of 180,1 of 1,1 of 1,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Kerry Hatley
UFC 318: Holloway vs. Poirier 3,Jimmy Crute - Marcin Prachnio,Jimmy Crute,Light Heavyweight Bout,W,0,5 of 18,11 of 27,3 of 6,2,0,2:18,5 of 18,0 of 0,0 of 0,4 of 17,0 of 0,1 of 1,Submission,"Time:
        
        4:42","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Dan Miragliotta
UFC 318: Holloway vs. Poirier 3,Jimmy Crute - Marcin Prachnio,Marcin Prachnio,Light Heavyweight Bout,L,0,21 of 36,37 of 54,0 of 0,0,0,0:08,7 of 21,9 of 10,5 of 5,13 of 28,6 of 6,2 of 2,Submission,"Time:
        
        4:42","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Dan Miragliotta
UFC Fight Night: Lewis vs. Teixeira,Lauren Murphy - Eduarda Moura,Lauren Murphy,Women's Flyweight Bout,L,0,38 of 145,67 of 179,2 of 9,2,0,1:03,38 of 144,0 of 0,0 of 1,34 of 140,4 of 5,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Blake Grice
UFC Fight Night: Lewis vs. Teixeira,Lauren Murphy - Eduarda Moura,Eduarda Moura,Women's Flyweight Bout,W,0,64 of 235,74 of 248,2 of 3,0,0,3:02,52 of 221,1 of 2,11 of 12,64 of 234,0 of 0,0 of 1,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Blake Grice
UFC Fight Night: Lewis vs. Teixeira,Mitch Ramirez - Mike Davis,Mitch Ramirez,Lightweight Bout,L,0,51 of 111,57 of 118,0 of 2,0,0,0:05,27 of 85,8 of 10,16 of 16,46 of 105,5 of 6,0 of 0,KO/TKO,"Time:
        
        4:08","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Justin Brown
UFC Fight Night: Lewis vs. Teixeira,Mitch Ramirez - Mike Davis,Mike Davis,Lightweight Bout,W,1,47 of 77,58 of 94,1 of 2,2,0,4:22,29 of 53,15 of 20,3 of 4,44 of 74,0 of 0,3 of 3,KO/TKO,"Time:
        
        4:08","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Justin Brown
UFC Fight Night: Lewis vs. Teixeira,Junior Tafa - Tuco Tokkos,Junior Tafa,Light Heavyweight Bout,L,0,24 of 38,25 of 39,0 of 0,0,1,0:27,21 of 35,3 of 3,0 of 0,6 of 14,10 of 10,8 of 14,Submission,"Time:
        
        4:25","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Eric McMahon
UFC Fight Night: Lewis vs. Teixeira,Junior Tafa - Tuco Tokkos,Tuco Tokkos,Light Heavyweight Bout,W,0,11 of 22,31 of 57,5 of 9,1,0,7:51,7 of 17,0 of 1,4 of 4,4 of 9,0 of 0,7 of 13,Submission,"Time:
        
        4:25","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Eric McMahon
UFC Fight Night: Lewis vs. Teixeira,Jake Matthews - Chidi Njokuani,Jake Matthews,Welterweight Bout,W,0,3 of 7,5 of 9,1 of 1,1,0,0:29,3 of 7,0 of 0,0 of 0,2 of 5,1 of 2,0 of 0,Submission,"Time:
        
        1:09","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Jimmy Neely
UFC Fight Night: Lewis vs. Teixeira,Jake Matthews - Chidi Njokuani,Chidi Njokuani,Welterweight Bout,L,0,5 of 10,5 of 10,0 of 0,0,0,0:00,0 of 2,3 of 6,2 of 2,4 of 8,1 of 2,0 of 0,Submission,"Time:
        
        1:09","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Jimmy Neely
UFC Fight Night: Lewis vs. Teixeira,Kennedy Nzechukwu - Valter Walker,Kennedy Nzechukwu,Heavyweight Bout,L,0,0 of 0,0 of 0,0 of 0,0,0,0:03,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,Submission,"Time:
        
        0:54","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Eric McMahon
UFC Fight Night: Lewis vs. Teixeira,Kennedy Nzechukwu - Valter Walker,Valter Walker,Heavyweight Bout,W,0,4 of 11,4 of 11,1 of 2,1,0,0:28,4 of 11,0 of 0,0 of 0,1 of 4,3 of 7,0 of 0,Submission,"Time:
        
        0:54","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Eric McMahon
UFC Fight Night: Lewis vs. Teixeira,Calvin Kattar - Steve Garcia,Calvin Kattar,Featherweight Bout,L,0,26 of 123,26 of 123,0 of 0,0,0,0:21,21 of 116,3 of 5,2 of 2,26 of 123,0 of 0,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Jason Herzog
UFC Fight Night: Lewis vs. Teixeira,Calvin Kattar - Steve Garcia,Steve Garcia,Featherweight Bout,W,1,85 of 250,85 of 250,0 of 0,0,0,0:03,52 of 208,23 of 29,10 of 13,85 of 249,0 of 0,0 of 1,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Jason Herzog
UFC Fight Night: Lewis vs. Teixeira,Nate Landwehr - Morgan Charriere,Nate Landwehr,Featherweight Bout,L,0,63 of 155,65 of 158,0 of 0,0,0,0:22,54 of 142,7 of 9,2 of 4,63 of 153,0 of 2,0 of 0,KO/TKO,"Time:
        
        0:27","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Blake Grice
UFC Fight Night: Lewis vs. Teixeira,Nate Landwehr - Morgan Charriere,Morgan Charriere,Featherweight Bout,W,1,67 of 131,67 of 131,2 of 5,0,0,1:03,41 of 100,12 of 14,14 of 17,64 of 124,2 of 3,1 of 4,KO/TKO,"Time:
        
        0:27","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Blake Grice
UFC Fight Night: Lewis vs. Teixeira,Stephen Thompson - Gabriel Bonfim,Stephen Thompson,Welterweight Bout,L,0,42 of 92,78 of 135,0 of 2,0,1,0:28,21 of 61,14 of 20,7 of 11,37 of 83,3 of 5,2 of 4,Decision - Split,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Blake Grice
UFC Fight Night: Lewis vs. Teixeira,Stephen Thompson - Gabriel Bonfim,Gabriel Bonfim,Welterweight Bout,W,0,40 of 72,55 of 93,5 of 14,0,0,5:29,12 of 36,5 of 6,23 of 30,34 of 65,6 of 7,0 of 0,Decision - Split,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Blake Grice
UFC Fight Night: Lewis vs. Teixeira,Vitor Petrino - Austen Lane,Vitor Petrino,Heavyweight Bout,W,0,3 of 6,17 of 22,1 of 1,2,0,3:03,2 of 4,0 of 0,1 of 2,1 of 2,0 of 0,2 of 4,Submission,"Time:
        
        4:16","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Jimmy Neely
UFC Fight Night: Lewis vs. Teixeira,Vitor Petrino - Austen Lane,Austen Lane,Heavyweight Bout,L,0,3 of 4,3 of 4,0 of 0,0,0,0:00,0 of 0,1 of 2,2 of 2,3 of 4,0 of 0,0 of 0,Submission,"Time:
        
        4:16","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Jimmy Neely
UFC Fight Night: Lewis vs. Teixeira,Max Griffin - Chris Curtis,Max Griffin,Welterweight Bout,L,0,59 of 178,63 of 185,0 of 0,0,0,1:03,38 of 147,14 of 21,7 of 10,58 of 175,1 of 3,0 of 0,Decision - Split,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Justin Brown
UFC Fight Night: Lewis vs. Teixeira,Max Griffin - Chris Curtis,Chris Curtis,Welterweight Bout,W,0,64 of 155,71 of 162,0 of 1,0,0,0:14,44 of 132,18 of 21,2 of 2,61 of 149,3 of 6,0 of 0,Decision - Split,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Justin Brown
UFC Fight Night: Lewis vs. Teixeira,Fatima Kline - Melissa Martinez,Fatima Kline,Women's Strawweight Bout,W,1,92 of 181,95 of 187,0 of 2,0,0,0:40,57 of 132,26 of 35,9 of 14,75 of 160,12 of 14,5 of 7,KO/TKO,"Time:
        
        2:36","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Jimmy Neely
UFC Fight Night: Lewis vs. Teixeira,Fatima Kline - Melissa Martinez,Melissa Martinez,Women's Strawweight Bout,L,0,44 of 119,52 of 129,0 of 0,0,0,0:32,23 of 89,15 of 18,6 of 12,44 of 118,0 of 1,0 of 0,KO/TKO,"Time:
        
        2:36","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Jimmy Neely
UFC Fight Night: Lewis vs. Teixeira,Derrick Lewis - Tallison Teixeira,Derrick Lewis,Heavyweight Bout,W,1,9 of 17,10 of 21,0 of 0,0,0,0:12,8 of 16,1 of 1,0 of 0,2 of 6,1 of 2,6 of 9,KO/TKO,"Time:
        
        0:35","Round:
        
        1","Time format:
        
        5 Rnd (5-5-5-5-5)",Jason Herzog
UFC Fight Night: Lewis vs. Teixeira,Derrick Lewis - Tallison Teixeira,Tallison Teixeira,Heavyweight Bout,L,0,3 of 5,3 of 5,0 of 0,0,0,0:00,3 of 5,0 of 0,0 of 0,3 of 5,0 of 0,0 of 0,KO/TKO,"Time:
        
        0:35","Round:
        
        1","Time format:
        
        5 Rnd (5-5-5-5-5)",Jason Herzog
UFC 317: Topuria vs. Oliveira,Payton Talbott - Felipe Lima,Payton Talbott,Bantamweight Bout,W,0,59 of 118,97 of 165,0 of 1,0,1,4:49,48 of 103,5 of 7,6 of 8,37 of 93,2 of 2,20 of 23,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni
UFC 317: Topuria vs. Oliveira,Payton Talbott - Felipe Lima,Felipe Lima,Bantamweight Bout,L,0,26 of 58,37 of 70,3 of 15,0,0,3:23,17 of 48,6 of 6,3 of 4,21 of 52,3 of 4,2 of 2,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni
UFC 317: Topuria vs. Oliveira,Terrance McKinney - Viacheslav Borshchev,Terrance McKinney,Lightweight Bout,W,0,1 of 2,1 of 2,1 of 1,2,0,0:47,1 of 2,0 of 0,0 of 0,0 of 0,0 of 0,1 of 2,Submission,"Time:
        
        0:55","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni
UFC 317: Topuria vs. Oliveira,Terrance McKinney - Viacheslav Borshchev,Viacheslav Borshchev,Lightweight Bout,L,0,2 of 2,2 of 2,0 of 0,0,0,0:00,0 of 0,1 of 1,1 of 1,2 of 2,0 of 0,0 of 0,Submission,"Time:
        
        0:55","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni
UFC 317: Topuria vs. Oliveira,Hyder Amil - Jose Delgado,Hyder Amil,Featherweight Bout,L,0,3 of 5,3 of 5,0 of 1,0,0,0:00,0 of 2,0 of 0,3 of 3,3 of 5,0 of 0,0 of 0,KO/TKO,"Time:
        
        0:26","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Marc Goddard
UFC 317: Topuria vs. Oliveira,Hyder Amil - Jose Delgado,Jose Delgado,Featherweight Bout,W,1,9 of 11,9 of 11,0 of 1,0,0,0:02,7 of 9,2 of 2,0 of 0,4 of 5,2 of 3,3 of 3,KO/TKO,"Time:
        
        0:26","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Marc Goddard
UFC 317: Topuria vs. Oliveira,Beneil Dariush - Renato Moicano,Beneil Dariush,Lightweight Bout,W,0,56 of 107,77 of 131,5 of 5,0,0,5:53,30 of 73,10 of 15,16 of 19,47 of 95,4 of 5,5 of 7,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Mark Smith
UFC 317: Topuria vs. Oliveira,Beneil Dariush - Renato Moicano,Renato Moicano,Lightweight Bout,L,1,31 of 61,38 of 69,0 of 3,0,1,1:20,25 of 52,4 of 6,2 of 3,25 of 54,4 of 5,2 of 2,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Mark Smith
UFC 317: Topuria vs. Oliveira,Ilia Topuria - Charles Oliveira,Ilia Topuria,UFC Lightweight Title Bout,W,1,21 of 29,24 of 32,0 of 0,0,0,1:01,17 of 23,3 of 3,1 of 3,18 of 24,0 of 0,3 of 5,KO/TKO,"Time:
        
        2:27","Round:
        
        1","Time format:
        
        5 Rnd (5-5-5-5-5)",Marc Goddard
UFC 317: Topuria vs. Oliveira,Ilia Topuria - Charles Oliveira,Charles Oliveira,UFC Lightweight Title Bout,L,0,9 of 16,10 of 18,0 of 2,0,0,0:21,3 of 8,2 of 4,4 of 4,8 of 14,1 of 2,0 of 0,KO/TKO,"Time:
        
        2:27","Round:
        
        1","Time format:
        
        5 Rnd (5-5-5-5-5)",Marc Goddard
UFC 317: Topuria vs. Oliveira,Jhonata Diniz - Alvin Hines,Jhonata Diniz,Heavyweight Bout,W,0,112 of 182,112 of 182,0 of 0,0,0,0:00,94 of 160,3 of 7,15 of 15,111 of 179,1 of 3,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC 317: Topuria vs. Oliveira,Jhonata Diniz - Alvin Hines,Alvin Hines,Heavyweight Bout,L,0,82 of 259,83 of 260,1 of 10,0,0,0:05,56 of 224,21 of 29,5 of 6,80 of 256,2 of 3,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC 317: Topuria vs. Oliveira,Jack Hermansson - Gregory Rodrigues,Jack Hermansson,Middleweight Bout,L,0,30 of 55,30 of 55,0 of 1,0,0,0:00,24 of 49,2 of 2,4 of 4,30 of 54,0 of 1,0 of 0,KO/TKO,"Time:
        
        4:21","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC 317: Topuria vs. Oliveira,Jack Hermansson - Gregory Rodrigues,Gregory Rodrigues,Middleweight Bout,W,1,18 of 63,18 of 63,0 of 0,0,0,0:03,11 of 54,6 of 8,1 of 1,18 of 63,0 of 0,0 of 0,KO/TKO,"Time:
        
        4:21","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC 317: Topuria vs. Oliveira,Viviane Araujo - Tracy Cortez,Viviane Araujo,Women's Flyweight Bout,L,0,22 of 51,39 of 69,0 of 0,0,1,1:43,16 of 45,3 of 3,3 of 3,19 of 48,3 of 3,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Jason Herzog
UFC 317: Topuria vs. Oliveira,Viviane Araujo - Tracy Cortez,Tracy Cortez,Women's Flyweight Bout,W,0,65 of 103,102 of 143,3 of 5,1,1,8:17,53 of 82,8 of 14,4 of 7,24 of 53,2 of 5,39 of 45,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Jason Herzog
UFC 317: Topuria vs. Oliveira,Niko Price - Jacobe Smith,Niko Price,Welterweight Bout,L,0,34 of 61,46 of 76,0 of 2,0,0,0:00,19 of 43,4 of 7,11 of 11,27 of 49,3 of 4,4 of 8,Submission,"Time:
        
        4:03","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Mark Smith
